-5.003578662872314453e-01,-3.844746053218841553e-01
1.342822313308715820e+00,2.198007255792617798e-01
1.351106762886047363e-01,-1.002657055854797363e+00
2.073935270309448242e-01,-1.226417064666748047e+00
-1.378282904624938965e-01,-7.167288064956665039e-01
-2.810513675212860107e-01,-7.055001854896545410e-01
-5.164748430252075195e-01,-1.204514622688293457e+00
-5.776931047439575195e-01,-5.669881105422973633e-01
1.678929477930068970e-02,-9.318152070045471191e-01
2.705872356891632080e-01,-1.055224061012268066e+00
1.159193754196166992e+00,-6.285774111747741699e-01
-2.098820060491561890e-01,-4.219898879528045654e-01
-2.262379378080368042e-01,-8.412385582923889160e-01
6.528663039207458496e-01,-1.148891374468803406e-01
-1.092675328254699707e-02,-7.884479165077209473e-01
-2.098516076803207397e-01,-6.945930123329162598e-01
5.241773724555969238e-01,-1.156334996223449707e+00
2.401100993156433105e-01,-1.279632925987243652e+00
-9.140487313270568848e-01,1.151295676827430725e-01
-9.847469925880432129e-01,4.825807809829711914e-01
-5.228216052055358887e-01,-9.497427344322204590e-01
-4.132993891835212708e-02,-3.382887840270996094e-01
-1.107630014419555664e+00,-3.055407106876373291e-01
1.166935563087463379e+00,-8.984761834144592285e-01
-1.319204643368721008e-02,-7.185758948326110840e-01
-6.236306428909301758e-01,-3.675455749034881592e-01
-6.184263825416564941e-01,8.203940987586975098e-01
-1.352002501487731934e+00,2.087870091199874878e-01
-1.010512828826904297e+00,-8.216853737831115723e-01
5.196579694747924805e-01,2.131646871566772461e+00
-3.560504913330078125e-01,-4.969205558300018311e-01
-2.391951084136962891e-01,6.596674919128417969e-01
-9.715490937232971191e-01,-2.751338779926300049e-01
-1.148769378662109375e+00,-1.232451125979423523e-01
5.436630845069885254e-01,-8.194372057914733887e-01
-8.063449859619140625e-01,-1.795377582311630249e-01
-6.631990075111389160e-01,-1.262791454792022705e-01
-8.634470403194427490e-02,3.986520767211914062e-01
1.333189010620117188e-01,-2.571031451225280762e-01
-7.748050093650817871e-01,-4.575942754745483398e-01
-6.203995943069458008e-01,-7.202278375625610352e-01
-5.460564494132995605e-01,-1.185618877410888672e+00
-7.106392979621887207e-01,-8.577094674110412598e-01
-7.116146683692932129e-01,-2.335462123155593872e-01
-2.664246559143066406e-01,-1.220684051513671875e+00
-4.902219176292419434e-01,-6.783239245414733887e-01
-4.993408322334289551e-01,-1.253408193588256836e+00
-1.070910573005676270e+00,3.242484331130981445e-01
-8.251332640647888184e-01,1.225990891456604004e+00
-7.893837988376617432e-03,-8.644630312919616699e-01
5.528124794363975525e-02,-4.936510920524597168e-01
-6.949084401130676270e-01,-5.339922904968261719e-01
-4.382761120796203613e-01,5.135149955749511719e-01
3.189489617943763733e-02,-1.110801458358764648e+00
-4.407988190650939941e-01,-1.007851243019104004e+00
-1.476960629224777222e-01,-1.167539715766906738e+00
1.453489959239959717e-01,-1.299131751060485840e+00
-6.539219021797180176e-01,-4.668079018592834473e-01
6.957535743713378906e-01,-6.242065429687500000e-01
-1.005602717399597168e+00,3.727296590805053711e-01
1.094178855419158936e-01,-4.755625724792480469e-01
-7.191278338432312012e-01,-6.385924220085144043e-01
-7.304223179817199707e-01,1.030141338706016541e-01
-2.776553928852081299e-01,-7.309140563011169434e-01
-4.277358055114746094e-01,-7.997632622718811035e-01
-2.091203257441520691e-02,-1.237745523452758789e+00
-5.948348641395568848e-01,-3.925829753279685974e-02
2.557002753019332886e-02,-5.314807891845703125e-01
-1.137031465768814087e-01,-8.076396584510803223e-01
-4.472140967845916748e-02,-9.264812618494033813e-02
6.539718806743621826e-02,-1.122435212135314941e+00
-8.038285374641418457e-02,-8.509358167648315430e-01
-8.879635930061340332e-01,-1.430747210979461670e-01
-2.549901902675628662e-01,-1.029784083366394043e+00
4.291369915008544922e-01,-6.507044434547424316e-01
-8.097576498985290527e-01,-4.230459928512573242e-01
9.550980329513549805e-01,4.063750505447387695e-01
-1.062438726425170898e+00,-6.009615063667297363e-01
-6.019800901412963867e-01,-1.017816543579101562e+00
-3.744584321975708008e-01,-9.623374342918395996e-01
-1.965315490961074829e-01,-1.251944422721862793e+00
-4.186930358409881592e-01,-1.067536830902099609e+00
-4.142648577690124512e-01,-7.172764539718627930e-01
4.057642221450805664e-01,-5.811202526092529297e-01
-1.429022550582885742e+00,5.926200747489929199e-01
-3.825667202472686768e-01,-3.291307985782623291e-01
