7.365071177482604980e-01,6.983119845390319824e-01
-3.181353807449340820e-01,1.005692124366760254e+00
-4.817416667938232422e-01,9.416163563728332520e-01
-3.321368694305419922e-01,-9.428362250328063965e-01
-9.911528229713439941e-02,-9.787248969078063965e-01
1.003710269927978516e+00,3.095314279198646545e-02
-8.786798715591430664e-01,-4.738317430019378662e-01
-8.389536142349243164e-01,-5.318786501884460449e-01
-1.642320454120635986e-01,-9.782008528709411621e-01
8.800831437110900879e-01,4.507827758789062500e-01
-6.387203335762023926e-01,8.333419561386108398e-01
7.008794546127319336e-01,-7.288534045219421387e-01
-7.193374633789062500e-01,-6.822257041931152344e-01
-9.874467849731445312e-01,2.152390778064727783e-01
1.000618219375610352e+00,-2.405121549963951111e-02
1.454104781150817871e-01,-9.836409091949462891e-01
7.942808270454406738e-01,-6.093758940696716309e-01
5.258501172065734863e-01,8.493278622627258301e-01
-8.383663296699523926e-01,5.797857642173767090e-01
-9.269305467605590820e-01,-3.962755799293518066e-01
1.001223087310791016e+00,-8.087319321930408478e-03
9.923719167709350586e-01,-1.246276199817657471e-01
6.097263693809509277e-01,-8.044884800910949707e-01
-1.545852869749069214e-01,1.043252110481262207e+00
-3.341401219367980957e-01,-9.432026743888854980e-01
9.534463882446289062e-01,-2.839383184909820557e-01
-1.162158995866775513e-01,-9.764739871025085449e-01
-5.754492878913879395e-01,-8.108711838722229004e-01
2.176470309495925903e-01,1.010365128517150879e+00
-9.910972714424133301e-01,1.934630274772644043e-01
-8.838478922843933105e-01,-4.706186056137084961e-01
1.668686717748641968e-01,1.019035458564758301e+00
-7.002118825912475586e-01,-7.021015286445617676e-01
-2.949010580778121948e-03,-9.810656905174255371e-01
9.815542697906494141e-01,1.958455890417098999e-01
8.779931068420410156e-02,1.031558275222778320e+00
-9.962397813796997070e-01,1.472276449203491211e-01
2.716939449310302734e-01,9.871872067451477051e-01
-1.003632903099060059e+00,-2.692390605807304382e-02
2.962814271450042725e-02,1.054943442344665527e+00
6.684392094612121582e-01,-7.613804936408996582e-01
-1.003550291061401367e+00,-2.454426512122154236e-02
9.200215339660644531e-01,-3.846277296543121338e-01
-6.745434403419494629e-01,-7.288044095039367676e-01
-7.839663028717041016e-01,-6.039808988571166992e-01
-9.907677173614501953e-01,2.147011756896972656e-01
8.318495154380798340e-01,-5.642381310462951660e-01
7.444471716880798340e-01,-6.713925004005432129e-01
6.825554966926574707e-01,7.527923583984375000e-01
-2.879824638366699219e-01,1.013414144515991211e+00
1.027460545301437378e-01,-9.764670729637145996e-01
-3.825278878211975098e-01,9.891179203987121582e-01
-1.948302537202835083e-01,-9.691398739814758301e-01
-9.823324680328369141e-01,2.721453607082366943e-01
-1.002360820770263672e+00,-6.091874465346336365e-02
-4.753114581108093262e-01,-8.756529688835144043e-01
-1.002461194992065430e+00,-5.603359267115592957e-02
8.069173693656921387e-01,5.852093696594238281e-01
-9.319007396697998047e-01,-3.805342018604278564e-01
-7.760979235172271729e-02,1.057658791542053223e+00
8.290662169456481934e-01,-5.694876313209533691e-01
-6.396673917770385742e-01,8.461797833442687988e-01
-1.002399086952209473e+00,-8.941733092069625854e-02
-8.214662671089172363e-01,-5.559334158897399902e-01
-6.022706627845764160e-01,8.762138485908508301e-01
1.773228049278259277e-01,1.019621729850769043e+00
-5.323268175125122070e-01,-8.413674831390380859e-01
3.767492771148681641e-01,9.474065899848937988e-01
-9.490315914154052734e-01,3.736780881881713867e-01
1.402162462472915649e-01,-9.702432751655578613e-01
-4.031687974929809570e-01,9.824617505073547363e-01
